employee_id,period,month_of_work,year_of_work,hour_in_month,salary_per_month,fee_per_hour
21798,202002,2,2020,-74.6,7500000,-100536.19
21798,202001,1,2020,-84.7,7500000,-88547.82
21798,201912,12,2019,-50.9,7500000,-147347.74
21798,201911,11,2019,,7500000,
21798,201910,10,2019,,7500000,
24347,202012,12,2020,70.4,14500000,205965.91
24347,202011,11,2020,145.2,14500000,99862.26
24347,202010,10,2020,173.8,14500000,83429.23
24347,202009,9,2020,181.8,14500000,79757.98
24347,202008,8,2020,185.8,14500000,78040.9
24347,202007,7,2020,176.0,14500000,82386.36
24347,202006,6,2020,189.3,14500000,76597.99
24347,202005,5,2020,181.3,14500000,79977.94
24347,202004,4,2020,187.9,14500000,77168.71
24347,202003,3,2020,199.9,14500000,72536.27
24347,202002,2,2020,184.1,14500000,78761.54
24347,202001,1,2020,188.9,14500000,76760.19
24347,201912,12,2019,175.4,14500000,82668.19
24347,201911,11,2019,166.4,14500000,87139.42
24347,201910,10,2019,45.4,14500000,319383.26
26612,202012,12,2020,105.0,9000000,85714.29
26612,202011,11,2020,189.0,9000000,47619.05
26612,202010,10,2020,186.0,9000000,48387.1
26612,202009,9,2020,198.0,9000000,45454.55
26612,202008,8,2020,159.0,9000000,56603.77
26612,202007,7,2020,207.0,9000000,43478.26
26612,202006,6,2020,205.5,9000000,43795.62
26612,202005,5,2020,173.0,9000000,52023.12
26612,202004,4,2020,185.0,9000000,48648.65
26612,202003,3,2020,154.4,9000000,58290.16
26612,202002,2,2020,126.0,9000000,71428.57
26612,202001,1,2020,176.6,9000000,50962.63
26612,201912,12,2019,179.1,9000000,50251.26
26612,201911,11,2019,181.0,9000000,49723.76
26612,201910,10,2019,36.7,9000000,245231.61
26622,202012,12,2020,105.0,5000000,47619.05
26622,202011,11,2020,189.2,5000000,26427.06
26622,202010,10,2020,172.9,5000000,28918.45
26622,202009,9,2020,202.0,5000000,24752.48
26622,202008,8,2020,173.9,5000000,28752.16
26622,202007,7,2020,199.8,5000000,25025.03
26622,202006,6,2020,192.4,5000000,25987.53
26622,202005,5,2020,167.5,5000000,29850.75
26622,202004,4,2020,185.0,5000000,27027.03
26622,202003,3,2020,185.4,5000000,26968.72
26622,202002,2,2020,135.9,5000000,36791.76
26622,202001,1,2020,194.2,5000000,25746.65
26622,201912,12,2019,179.3,5000000,27886.22
26622,201911,11,2019,200.8,5000000,24900.4
26622,201910,10,2019,87.4,5000000,57208.24
26628,202012,12,2020,40.8,12000000,294117.65
26628,202011,11,2020,107.9,12000000,111214.09
26628,202010,10,2020,192.9,12000000,62208.4
26628,202009,9,2020,182.3,12000000,65825.56
26628,202008,8,2020,176.4,12000000,68027.21
26628,202007,7,2020,198.3,12000000,60514.37
26628,202006,6,2020,187.0,12000000,64171.12
26628,202005,5,2020,157.1,12000000,76384.47
26628,202004,4,2020,161.2,12000000,74441.69
26628,202003,3,2020,198.5,12000000,60453.4
26628,202002,2,2020,171.5,12000000,69970.85
26628,202001,1,2020,192.0,12000000,62500.0
26628,201912,12,2019,156.0,12000000,76923.08
26628,201911,11,2019,177.7,12000000,67529.54
26631,202012,12,2020,58.4,9000000,154109.59
26631,202011,11,2020,115.1,9000000,78192.88
26631,202010,10,2020,182.6,9000000,49288.06
26631,202009,9,2020,193.4,9000000,46535.68
26631,202008,8,2020,177.6,9000000,50675.68
26631,202007,7,2020,201.1,9000000,44753.85
26631,202006,6,2020,190.9,9000000,47145.1
26631,202005,5,2020,154.9,9000000,58102.0
26631,202004,4,2020,177.2,9000000,50790.07
26631,202003,3,2020,162.9,9000000,55248.62
26631,202002,2,2020,181.9,9000000,49477.74
26631,202001,1,2020,201.4,9000000,44687.19
26631,201912,12,2019,204.9,9000000,43923.87
26631,201911,11,2019,153.8,9000000,58517.56
26648,202012,12,2020,100.6,13000000,129224.65
26648,202011,11,2020,141.4,13000000,91937.77
26648,202010,10,2020,208.9,13000000,62230.73
26648,202009,9,2020,220.2,13000000,59037.24
26648,202008,8,2020,201.4,13000000,64548.16
26648,202007,7,2020,221.2,13000000,58770.34
26648,202006,6,2020,182.3,13000000,71311.03
26648,202005,5,2020,169.1,13000000,76877.59
26648,202004,4,2020,193.2,13000000,67287.78
26648,202003,3,2020,207.8,13000000,62560.15
26648,202002,2,2020,197.1,13000000,65956.37
26648,202001,1,2020,211.9,13000000,61349.69
26648,201912,12,2019,127.4,13000000,102040.82
26648,201911,11,2019,189.1,13000000,68746.69
28496,202002,2,2020,110.2,12000000,108892.92
28496,202001,1,2020,187.8,12000000,63897.76
28496,201912,12,2019,181.8,12000000,66006.6
28496,201911,11,2019,173.0,12000000,69364.16
28496,201910,10,2019,22.7,12000000,528634.36
28754,202012,12,2020,117.0,11500000,98290.6
28754,202011,11,2020,189.0,11500000,60846.56
28754,202010,10,2020,171.0,11500000,67251.46
28754,202009,9,2020,198.0,11500000,58080.81
28754,202008,8,2020,164.0,11500000,70121.95
28754,202007,7,2020,198.0,11500000,58080.81
28754,202006,6,2020,189.0,11500000,60846.56
28754,202005,5,2020,176.0,11500000,65340.91
28754,202004,4,2020,189.0,11500000,60846.56
28754,202003,3,2020,163.3,11500000,70422.54
28754,202002,2,2020,178.6,11500000,64389.7
28754,202001,1,2020,178.4,11500000,64461.88
28754,201912,12,2019,181.7,11500000,63291.14
28754,201911,11,2019,199.2,11500000,57730.92
28754,201910,10,2019,36.6,11500000,314207.65
28763,202012,12,2020,108.0,5500000,50925.93
28763,202011,11,2020,189.0,5500000,29100.53
28763,202010,10,2020,162.0,5500000,33950.62
28763,202009,9,2020,198.0,5500000,27777.78
28763,202008,8,2020,171.0,5500000,32163.74
28763,202007,7,2020,199.0,5500000,27638.19
28763,202006,6,2020,189.0,5500000,29100.53
28763,202005,5,2020,168.0,5500000,32738.1
28763,202004,4,2020,194.0,5500000,28350.52
28763,202003,3,2020,181.3,5500000,30336.46
28763,202002,2,2020,179.4,5500000,30657.75
28763,202001,1,2020,202.7,5500000,27133.7
28763,201912,12,2019,189.2,5500000,29069.77
28763,201911,11,2019,186.4,5500000,29506.44
28763,201910,10,2019,25.0,5500000,220000.0
33936,202012,12,2020,40.3,7500000,186104.22
33936,202011,11,2020,145.0,7500000,51724.14
33936,202010,10,2020,205.7,7500000,36460.87
33936,202009,9,2020,183.7,7500000,40827.44
33936,202008,8,2020,167.4,7500000,44802.87
33936,202007,7,2020,188.2,7500000,39851.22
33936,202006,6,2020,196.2,7500000,38226.3
33936,202005,5,2020,134.5,7500000,55762.08
33936,202004,4,2020,181.9,7500000,41231.45
33936,202003,3,2020,186.2,7500000,40279.27
33936,202002,2,2020,178.4,7500000,42040.36
33936,202001,1,2020,191.1,7500000,39246.47
33936,201912,12,2019,180.7,7500000,41505.26
33936,201911,11,2019,177.1,7500000,42348.96
34514,202012,12,2020,61.1,14500000,237315.88
34514,202011,11,2020,115.5,14500000,125541.13
34514,202010,10,2020,179.1,14500000,80960.36
34514,202009,9,2020,201.8,14500000,71853.32
34514,202008,8,2020,193.0,14500000,75129.53
34514,202007,7,2020,198.8,14500000,72937.63
34514,202006,6,2020,193.8,14500000,74819.4
34514,202005,5,2020,182.2,14500000,79582.88
34514,202004,4,2020,189.3,14500000,76597.99
34514,202003,3,2020,196.7,14500000,73716.32
34514,202002,2,2020,185.4,14500000,78209.28
34514,202001,1,2020,194.2,14500000,74665.29
34514,201912,12,2019,177.9,14500000,81506.46
34514,201911,11,2019,187.9,14500000,77168.71
37659,202012,12,2020,67.6,14000000,207100.59
37659,202011,11,2020,121.3,14000000,115416.32
37659,202010,10,2020,208.5,14000000,67146.28
37659,202009,9,2020,196.0,14000000,71428.57
37659,202008,8,2020,170.0,14000000,82352.94
37659,202007,7,2020,196.7,14000000,71174.38
37659,202006,6,2020,193.1,14000000,72501.29
37659,202005,5,2020,188.0,14000000,74468.09
37659,202004,4,2020,197.6,14000000,70850.2
37659,202003,3,2020,224.6,14000000,62333.04
37659,202002,2,2020,193.7,14000000,72276.72
37659,202001,1,2020,215.7,14000000,64904.96
37659,201912,12,2019,190.3,14000000,73568.05
37659,201911,11,2019,157.5,14000000,88888.89
48508,202012,12,2020,121.0,12500000,103305.79
48508,202011,11,2020,215.6,12500000,57977.74
48508,202010,10,2020,188.3,12500000,66383.43
48508,202009,9,2020,224.0,12500000,55803.57
48508,202008,8,2020,183.0,12500000,68306.01
48508,202007,7,2020,237.0,12500000,52742.62
48508,202006,6,2020,224.8,12500000,55604.98
48508,202005,5,2020,192.4,12500000,64968.82
48508,202004,4,2020,227.0,12500000,55066.08
48508,202003,3,2020,178.6,12500000,69988.8
48508,202002,2,2020,198.3,12500000,63035.8
48508,202001,1,2020,172.7,12500000,72379.85
48508,201912,12,2019,170.0,12500000,73529.41
48508,201911,11,2019,27.4,12500000,456204.38
49616,202012,12,2020,-32.5,10000000,-307692.31
49616,202011,11,2020,-87.0,10000000,-114942.53
49616,202010,10,2020,-102.3,10000000,-97751.71
49616,202009,9,2020,-84.8,10000000,-117924.53
49616,202008,8,2020,-40.4,10000000,-247524.75
49616,202007,7,2020,-78.9,10000000,-126742.71
49616,202006,6,2020,-56.0,10000000,-178571.43
49616,202005,5,2020,-35.0,10000000,-285714.29
49616,202004,4,2020,-68.7,10000000,-145560.41
49616,202003,3,2020,-59.2,10000000,-168918.92
49616,202002,2,2020,-73.9,10000000,-135318.0
49616,202001,1,2020,-52.2,10000000,-191570.88
49616,201912,12,2019,-61.4,10000000,-162866.45
49616,201911,11,2019,,10000000,
51311,202012,12,2020,117.0,7500000,64102.56
51311,202011,11,2020,189.0,7500000,39682.54
51311,202010,10,2020,159.0,7500000,47169.81
51311,202009,9,2020,198.0,7500000,37878.79
51311,202008,8,2020,144.0,7500000,52083.33
51311,202007,7,2020,198.0,7500000,37878.79
51311,202006,6,2020,189.0,7500000,39682.54
51311,202005,5,2020,135.0,7500000,55555.56
51311,202004,4,2020,189.0,7500000,39682.54
51311,202003,3,2020,183.3,7500000,40916.53
51311,202002,2,2020,185.5,7500000,40431.27
51311,202001,1,2020,170.5,7500000,43988.27
51311,201912,12,2019,159.6,7500000,46992.48
53191,202012,12,2020,38.4,6000000,156250.0
53191,202011,11,2020,124.5,6000000,48192.77
53191,202010,10,2020,172.0,6000000,34883.72
53191,202009,9,2020,173.5,6000000,34582.13
53191,202008,8,2020,172.0,6000000,34883.72
53191,202007,7,2020,185.3,6000000,32379.92
53191,202006,6,2020,184.1,6000000,32590.98
53191,202005,5,2020,155.5,6000000,38585.21
53191,202004,4,2020,186.5,6000000,32171.58
53191,202003,3,2020,182.1,6000000,32948.93
53191,202002,2,2020,177.1,6000000,33879.16
53191,202001,1,2020,177.3,6000000,33840.95
53191,201912,12,2019,159.7,6000000,37570.44
57649,202012,12,2020,108.0,5500000,50925.93
57649,202011,11,2020,189.0,5500000,29100.53
57649,202010,10,2020,171.0,5500000,32163.74
57649,202009,9,2020,189.0,5500000,29100.53
57649,202008,8,2020,162.0,5500000,33950.62
57649,202007,7,2020,198.0,5500000,27777.78
57649,202006,6,2020,189.0,5500000,29100.53
57649,202005,5,2020,144.0,5500000,38194.44
57649,202004,4,2020,189.0,5500000,29100.53
57649,202003,3,2020,197.7,5500000,27819.93
57649,202002,2,2020,163.2,5500000,33700.98
57649,202001,1,2020,179.1,5500000,30709.1
57649,201912,12,2019,142.6,5500000,38569.43
58130,202012,12,2020,108.0,12500000,115740.74
58130,202011,11,2020,180.0,12500000,69444.44
58130,202010,10,2020,171.0,12500000,73099.42
58130,202009,9,2020,189.0,12500000,66137.57
58130,202008,8,2020,162.0,12500000,77160.49
58130,202007,7,2020,189.0,12500000,66137.57
58130,202006,6,2020,180.0,12500000,69444.44
58130,202005,5,2020,135.0,12500000,92592.59
58130,202004,4,2020,189.0,12500000,66137.57
58130,202003,3,2020,191.7,12500000,65206.05
58130,202002,2,2020,156.6,12500000,79821.2
58130,202001,1,2020,152.6,12500000,81913.5
58130,201912,12,2019,127.0,12500000,98425.2
109055,202012,12,2020,117.0,6000000,51282.05
109055,202011,11,2020,189.0,6000000,31746.03
109055,202010,10,2020,171.0,6000000,35087.72
109055,202009,9,2020,189.0,6000000,31746.03
109055,202008,8,2020,162.0,6000000,37037.04
109055,202007,7,2020,202.0,6000000,29702.97
109055,202006,6,2020,200.5,6000000,29925.19
109055,202005,5,2020,218.6,6000000,27447.39
109055,202004,4,2020,226.1,6000000,26536.93
109055,202003,3,2020,216.2,6000000,27752.08
109055,202002,2,2020,120.8,6000000,49668.87
109100,202012,12,2020,128.8,14000000,108695.65
109100,202011,11,2020,184.5,14000000,75880.76
109100,202010,10,2020,183.8,14000000,76169.75
109100,202009,9,2020,210.6,14000000,66476.73
109100,202008,8,2020,183.1,14000000,76460.95
109100,202007,7,2020,218.0,14000000,64220.18
109100,202006,6,2020,217.2,14000000,64456.72
109100,202005,5,2020,128.2,14000000,109204.37
109100,202004,4,2020,200.6,14000000,69790.63
109100,202003,3,2020,208.7,14000000,67081.94
109100,202002,2,2020,127.1,14000000,110149.49
111654,202012,12,2020,18.0,9000000,500000.0
111654,202011,11,2020,189.0,9000000,47619.05
111654,202010,10,2020,171.0,9000000,52631.58
111654,202009,9,2020,198.0,9000000,45454.55
111654,202008,8,2020,171.0,9000000,52631.58
111654,202007,7,2020,198.0,9000000,45454.55
111654,202006,6,2020,200.0,9000000,45000.0
111654,202005,5,2020,157.7,9000000,57070.39
111654,202004,4,2020,188.0,9000000,47872.34
111654,202003,3,2020,162.2,9000000,55487.05
111654,202002,2,2020,108.8,9000000,82720.59
116539,202004,4,2020,180.1,9000000,49972.24
116539,202003,3,2020,173.7,9000000,51813.47
116539,202002,2,2020,58.5,9000000,153846.15
117041,202012,12,2020,119.6,14500000,121237.46
117041,202011,11,2020,176.7,14500000,82059.99
117041,202010,10,2020,174.4,14500000,83142.2
117041,202009,9,2020,195.4,14500000,74206.76
117041,202008,8,2020,169.4,14500000,85596.22
117041,202007,7,2020,207.1,14500000,70014.49
117041,202006,6,2020,194.4,14500000,74588.48
117041,202005,5,2020,146.6,14500000,98908.59
117041,202004,4,2020,194.9,14500000,74397.13
117041,202003,3,2020,196.1,14500000,73941.87
117041,202002,2,2020,56.7,14500000,255731.92
124826,202012,12,2020,132.0,8500000,64393.94
124826,202011,11,2020,208.5,8500000,40767.39
124826,202010,10,2020,185.1,8500000,45921.12
124826,202009,9,2020,214.5,8500000,39627.04
124826,202008,8,2020,174.8,8500000,48627.0
124826,202007,7,2020,215.4,8500000,39461.47
124826,202006,6,2020,200.6,8500000,42372.88
124826,202005,5,2020,168.0,8500000,50595.24
124826,202004,4,2020,198.8,8500000,42756.54
124826,202003,3,2020,203.2,8500000,41830.71
124906,202012,12,2020,117.7,9000000,76465.59
124906,202011,11,2020,190.7,9000000,47194.55
124906,202010,10,2020,171.4,9000000,52508.75
124906,202009,9,2020,199.3,9000000,45158.05
124906,202008,8,2020,162.8,9000000,55282.56
124906,202007,7,2020,200.1,9000000,44977.51
124906,202006,6,2020,198.2,9000000,45408.68
124906,202005,5,2020,179.6,9000000,50111.36
124906,202004,4,2020,286.9,9000000,31369.82
124906,202003,3,2020,209.8,9000000,42898.0
129001,202012,12,2020,83.5,6000000,71856.29
129001,202011,11,2020,114.3,6000000,52493.44
129001,202010,10,2020,191.3,6000000,31364.35
129001,202009,9,2020,187.7,6000000,31965.9
129001,202008,8,2020,184.1,6000000,32590.98
129001,202007,7,2020,194.6,6000000,30832.48
129001,202006,6,2020,195.6,6000000,30674.85
129001,202005,5,2020,181.3,6000000,33094.32
129001,202004,4,2020,189.6,6000000,31645.57
129001,202003,3,2020,152.8,6000000,39267.02
135834,202012,12,2020,95.7,10000000,104493.21
135834,202011,11,2020,140.6,10000000,71123.76
135834,202010,10,2020,186.4,10000000,53648.07
135834,202009,9,2020,194.3,10000000,51466.8
135834,202008,8,2020,173.4,10000000,57670.13
135834,202007,7,2020,190.7,10000000,52438.38
135834,202006,6,2020,152.2,10000000,65703.02
135834,202005,5,2020,187.2,10000000,53418.8
135834,202004,4,2020,161.0,10000000,62111.8
135834,202003,3,2020,80.9,10000000,123609.39
151191,202012,12,2020,117.0,13000000,111111.11
151191,202011,11,2020,180.0,13000000,72222.22
151191,202010,10,2020,171.0,13000000,76023.39
151191,202009,9,2020,189.0,13000000,68783.07
151191,202008,8,2020,159.0,13000000,81761.01
151191,202007,7,2020,180.0,13000000,72222.22
151191,202006,6,2020,177.0,13000000,73446.33
151191,202005,5,2020,171.0,13000000,76023.39
151191,202004,4,2020,150.0,13000000,86666.67
151407,202012,12,2020,126.0,10000000,79365.08
151407,202011,11,2020,189.0,10000000,52910.05
151407,202010,10,2020,171.0,10000000,58479.53
151407,202009,9,2020,180.0,10000000,55555.56
151407,202008,8,2020,162.0,10000000,61728.4
151407,202007,7,2020,198.0,10000000,50505.05
151407,202006,6,2020,189.0,10000000,52910.05
151407,202005,5,2020,144.0,10000000,69444.44
151407,202004,4,2020,126.0,10000000,79365.08
152949,202012,12,2020,45.3,11000000,242825.61
152949,202011,11,2020,84.3,11000000,130486.36
152949,202010,10,2020,150.9,11000000,72895.96
152949,202009,9,2020,198.4,11000000,55443.55
152949,202008,8,2020,174.5,11000000,63037.25
152949,202007,7,2020,202.7,11000000,54267.39
152949,202006,6,2020,192.1,11000000,57261.84
152949,202005,5,2020,168.5,11000000,65281.9
152949,202004,4,2020,110.9,11000000,99188.46
173827,202012,12,2020,119.0,8000000,67226.89
173827,202011,11,2020,192.6,8000000,41536.86
173827,202010,10,2020,173.6,8000000,46082.95
173827,202009,9,2020,209.6,8000000,38167.94
173827,202008,8,2020,174.9,8000000,45740.42
173827,202007,7,2020,199.6,8000000,40080.16
173827,202006,6,2020,189.0,8000000,42328.04
173891,202012,12,2020,62.9,7000000,111287.76
173891,202011,11,2020,134.6,7000000,52005.94
173891,202010,10,2020,190.5,7000000,36745.41
173891,202009,9,2020,192.6,7000000,36344.76
173891,202008,8,2020,194.0,7000000,36082.47
173891,202007,7,2020,192.5,7000000,36363.64
173891,202006,6,2020,188.4,7000000,37154.99
174070,202012,12,2020,91.7,5500000,59978.19
174070,202011,11,2020,188.3,5500000,29208.71
174070,202010,10,2020,172.8,5500000,31828.7
174070,202009,9,2020,201.3,5500000,27322.4
174070,202008,8,2020,173.4,5500000,31718.57
174070,202007,7,2020,200.6,5500000,27417.75
174070,202006,6,2020,190.9,5500000,28810.9
187366,202012,12,2020,71.7,11500000,160390.52
187366,202011,11,2020,190.2,11500000,60462.67
187366,202010,10,2020,227.3,11500000,50593.93
187366,202009,9,2020,248.6,11500000,46259.05
187366,202008,8,2020,230.3,11500000,49934.87
187366,202007,7,2020,235.7,11500000,48790.84
187366,202006,6,2020,68.7,11500000,167394.47
191274,202012,12,2020,59.9,12500000,208681.14
191274,202011,11,2020,153.5,12500000,81433.22
191274,202010,10,2020,226.6,12500000,55163.28
191274,202009,9,2020,217.8,12500000,57392.1
191274,202008,8,2020,208.9,12500000,59837.24
191274,202007,7,2020,200.8,12500000,62251.0
191274,202006,6,2020,48.1,12500000,259875.26
194080,202010,10,2020,186.0,12500000,67204.3
194080,202009,9,2020,198.0,12500000,63131.31
194080,202008,8,2020,171.0,12500000,73099.42
194080,202007,7,2020,217.7,12500000,57418.47
194422,202012,12,2020,63.7,12000000,188383.05
194422,202011,11,2020,180.3,12000000,66555.74
194422,202010,10,2020,225.1,12000000,53309.64
194422,202009,9,2020,231.2,12000000,51903.11
194422,202008,8,2020,245.5,12000000,48879.84
194422,202007,7,2020,256.6,12000000,46765.39
194422,202006,6,2020,43.0,12000000,279069.77
196431,202012,12,2020,50.5,7000000,138613.86
196431,202011,11,2020,131.2,7000000,53353.66
196431,202010,10,2020,173.9,7000000,40253.02
196431,202009,9,2020,180.2,7000000,38845.73
196431,202008,8,2020,174.3,7000000,40160.64
196431,202007,7,2020,161.0,7000000,43478.26
201506,202012,12,2020,100.3,9000000,89730.81
201506,202011,11,2020,178.3,9000000,50476.72
201506,202010,10,2020,174.0,9000000,51724.14
201506,202009,9,2020,203.3,9000000,44269.55
201506,202008,8,2020,175.6,9000000,51252.85
201506,202007,7,2020,129.4,9000000,69551.78
205227,202012,12,2020,74.6,10000000,134048.26
205227,202011,11,2020,128.7,10000000,77700.08
205227,202010,10,2020,186.0,10000000,53763.44
205227,202009,9,2020,199.9,10000000,50025.01
205227,202008,8,2020,168.1,10000000,59488.4
205227,202007,7,2020,84.9,10000000,117785.63
208682,202012,12,2020,118.0,7000000,59322.03
208682,202011,11,2020,189.0,7000000,37037.04
208682,202010,10,2020,207.0,7000000,33816.43
208682,202009,9,2020,198.0,7000000,35353.54
208682,202008,8,2020,172.0,7000000,40697.67
208682,202007,7,2020,63.0,7000000,111111.11
213714,202012,12,2020,158.0,6000000,37974.68
213714,202011,11,2020,195.4,6000000,30706.24
213714,202010,10,2020,171.0,6000000,35087.72
213714,202009,9,2020,199.5,6000000,30075.19
213714,202008,8,2020,167.3,6000000,35863.72
218078,202011,11,2020,347.2,10500000,30241.94
218078,202010,10,2020,344.2,10500000,30505.52
218078,202009,9,2020,405.4,10500000,25900.35
218078,202008,8,2020,324.0,10500000,32407.41
232954,202012,12,2020,100.3,6000000,59820.54
232954,202011,11,2020,182.0,6000000,32967.03
232954,202010,10,2020,197.5,6000000,30379.75
232954,202009,9,2020,198.0,6000000,30303.03
232954,202008,8,2020,189.0,6000000,31746.03
232954,202007,7,2020,45.0,6000000,133333.33
251119,202012,12,2020,116.5,11000000,94420.6
251119,202011,11,2020,193.7,11000000,56788.85
251119,202010,10,2020,183.7,11000000,59880.24
251119,202009,9,2020,203.1,11000000,54160.51
251119,202008,8,2020,9.0,11000000,1222222.22
251171,202012,12,2020,94.4,5000000,52966.1
251171,202011,11,2020,152.4,5000000,32808.4
251171,202010,10,2020,209.4,5000000,23877.75
251171,202009,9,2020,223.9,5000000,22331.4
251171,202008,8,2020,64.1,5000000,78003.12
259276,202012,12,2020,45.0,10000000,222222.22
259276,202011,11,2020,180.0,10000000,55555.56
259276,202010,10,2020,171.0,10000000,58479.53
259276,202009,9,2020,173.9,10000000,57504.31
285438,202012,12,2020,1.8,11000000,6111111.11
285438,202011,11,2020,199.4,11000000,55165.5
285438,202010,10,2020,142.4,11000000,77247.19
285454,202012,12,2020,21.2,8000000,377358.49
285454,202011,11,2020,213.1,8000000,37541.06
285454,202010,10,2020,139.7,8000000,57265.57
285511,202012,12,2020,25.5,9500000,372549.02
285511,202011,11,2020,167.9,9500000,56581.3
285511,202010,10,2020,125.8,9500000,75516.69
311335,202012,12,2020,126.0,13500000,107142.86
311335,202011,11,2020,99.8,13500000,135270.54
325787,202012,12,2020,78.1,12500000,160051.22
329501,202012,12,2020,80.9,13000000,160692.21
331374,202012,12,2020,70.7,6000000,84865.63
340184,202012,12,2020,8.7,11500000,1321839.08
